"Data Source","World Development Indicators",

"Last Updated Date","2020-04-09",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Burundi","BDI","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","3000000","0","2000000","0","1000000","","12000000","","","5000000","","0","","","","","","","2000000","3000000","1000000","19000000","41000000","89000000","115000000","3000000","19000000","","18000000","36000000","1000000","1000000","","","33000000","167000000","59000000","93000000","46000000","45000000","26000000","37000000","35000000","15000000","47000000","159000000","59000000","19000000","217000000","243000000","9000000","116000000","22000000","55000000","10000000","12000000","7000000","12000000","16000000","",
"Benin","BEN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","2000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bulgaria","BGR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","4000000","","","106000000","","","5000000","6000000","42000000","16000000","28000000","55000000","1000000","21000000","6000000","39000000","167000000","2000000","10000000","37000000","44000000","19000000","86000000","5000000","9000000","4000000","16000000","4000000","2000000","13000000","21000000","14000000","70000000","61000000","30000000","7000000","",
"Bahrain","BHR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","","","","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","",
"Bosnia and Herzegovina","BIH","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000000","","","","","","","","","14000000","","3000000","","","","","","",
"Belarus","BLR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8000000","","7000000","129000000","341000000","63000000","452000000","293000000","49000000","63000000","57000000","19000000","53000000","43000000","6000000","224000000","41000000","159000000","96000000","65000000","268000000","68000000","142000000","152000000","50000000","56000000","",
"Belize","BLZ","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brazil","BRA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","2000000","12000000","","","","","","","","3000000","","0","","","32000000","59000000","104000000","145000000","179000000","70000000","156000000","62000000","122000000","196000000","267000000","197000000","126000000","191000000","183000000","47000000","96000000","114000000","90000000","36000000","54000000","33000000","23000000","23000000","16000000","","","","19000000","","46000000","1000000","44000000","53000000","92000000","43000000","143000000","31000000","33000000","40000000","42000000","41000000","111000000","47000000","111000000","",
"Barbados","BRB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24000000","","","","","12000000","","","",
"Bhutan","BTN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","52000000","314000000","188000000","214000000","253000000","111000000","102000000","53000000","197000000","166000000","196000000","293000000","327000000","130000000","121000000","148000000","329000000","169000000","190000000","195000000","161000000","130000000","259000000","120000000","108000000","100000000","261000000","279000000","153000000","49000000","101000000","121000000","143000000","146000000","167000000","263000000","160000000","95000000","40000000","79000000","74000000","129000000","178000000","278000000","278000000","235000000","236000000","333000000","238000000","186000000","244000000","321000000","270000000","190000000","202000000","346000000","120000000","64000000","84000000","",
"Central Europe and the Baltics","CEB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","5000000","5000000","12000000","111000000","237000000","234000000","337000000","327000000","325000000","351000000","268000000","280000000","289000000","211000000","241000000","","","","344000000","273000000","259000000","406000000","306000000","224000000","","","399000000","","","50000000","118000000","102000000","","","580000000","431000000","264000000","141000000","","","172000000","","222000000","","","259000000","","267000000","","","","","157000000","353000000","","","","","","",
"Switzerland","CHE","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","442000000","500000000","530000000","337000000","379000000","484000000","367000000","261000000","91000000","104000000","18000000","42000000","34000000","54000000","89000000","395000000","480000000","260000000","196000000","446000000","482000000","513000000","398000000","314000000","512000000","344000000","337000000","303000000","352000000","311000000","454000000","482000000","446000000","234000000","173000000","139000000","186000000","118000000","211000000","276000000","178000000","207000000","164000000","184000000","254000000","252000000","294000000","301000000","458000000","228000000","250000000","326000000","229000000","174000000","336000000","466000000","215000000","184000000","243000000","",
"Channel Islands","CHI","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","0","","","0","","0","0","","1000000","","","3000000","3000000","4000000","4000000","","3000000","1000000","","","","29000000","","2000000","1000000","1000000","","1000000","","","","","","100000000","","","","","","20000000","","","","0","",
"China","CHN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","285000000","35000000","51000000","11000000","67000000","386000000","619000000","410000000","730000000","657000000","893000000","1292000000","1238000000","674000000","511000000","668000000","586000000","224000000","617000000","560000000","949000000","642000000","1504000000","1770000000","1929000000","1263000000","1861000000","2605000000","1411000000","1041000000","941000000","1312000000","700000000","1436000000","1105000000","1010000000","768000000","429000000","353000000","332000000","299000000","515000000","525000000","700000000","413000000","286000000","668000000","509000000","644000000","1140000000","1478000000","1252000000","1515000000","2047000000","1160000000","1845000000","2360000000","1227000000","1040000000","",
"Cote d'Ivoire","CIV","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","1000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","",
"Cameroon","CMR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","1000000","","","","","","","","","","","","","","","","","","22000000","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000000","","","","","","","","","","0","","","","","10000000","","",
"Comoros","COM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","",
"Caribbean small states","CSS","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","1000000","","","12000000","10000000","8000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36000000","","","","","","","","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","202000000","319000000","143000000","126000000","24000000","21000000","57000000","81000000","88000000","60000000","64000000","1000000","70000000","44000000","32000000","32000000","23000000","4000000","10000000","8000000","40000000","26000000","150000000","148000000","98000000","64000000","",
"Germany","DEU","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","156000000","12000000","146000000","133000000","438000000","332000000","713000000","771000000","574000000","739000000","1434000000","1364000000","1377000000","226000000","1208000000","1446000000","1662000000","1895000000","1671000000","1464000000","1591000000","1896000000","1525000000","2234000000","2799000000","1283000000","1371000000","925000000","1399000000","1285000000","1899000000","2482000000","1447000000","1489000000","2800000000","1467000000","1950000000","939000000","1808000000","1857000000","1610000000","895000000","902000000","1660000000","1126000000","2068000000","2764000000","3311000000","2380000000","2521000000","2725000000","1339000000","834000000","799000000","1790000000","1759000000","2518000000","1980000000","1277000000","",
"Djibouti","DJI","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","20000000","","","","60000000","20000000","","131000000","28000000","3000000","","","","","","23000000","","","","","18000000","29000000","64000000","115000000","","","","117000000","40000000","","72000000","10000000","","183000000","272000000","16000000","","","1000000","6000000","20000000","1000000","10000000","5000000","","","9000000","6000000","17000000","14000000","8000000","30000000","33000000","9000000","17000000","25000000","26000000","20000000","27000000","",
"Dominican Republic","DOM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000000","","",
"Algeria","DZA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","6000000","","","","","","","","","","","","6000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","",
"East Asia & Pacific (excluding high income)","EAP","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","285000000","35000000","51000000","18000000","67000000","386000000","619000000","410000000","730000000","657000000","905000000","","","","","","","","","","","","","","","","","","","","","","","","","1076000000","","","","447000000","","","","841000000","492000000","314000000","803000000","533000000","665000000","1166000000","1483000000","1260000000","1515000000","2062000000","1176000000","1845000000","2448000000","1323000000","1055000000","",
"Early-demographic dividend","EAR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","27000000","33000000","","","","","","58000000","","70000000","","","164000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","286000000","98000000","155000000","26000000","81000000","","","423000000","","","","","","","","","","","","791000000","","","","","","","","","","1309000000","1255000000","","","","","","1047000000","608000000","","","","","","","","","","","","","","","","","","","","2180000000","","",
"Europe & Central Asia (excluding high income)","ECA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","6000000","9000000","9000000","1000000","","","","27000000","44000000","","","","105000000","","","","","","","","","","","1833000000","4145000000","4016000000","4488000000","2861000000","5906000000","5184000000","5931000000","6315000000","5998000000","6691000000","5707000000","5935000000","6443000000","7054000000","5755000000","7187000000","9681000000","10252000000","9171000000","6290000000","6761000000","7786000000","6373000000","7060000000","",
"Europe & Central Asia","ECS","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","3959000000","3036000000","3216000000","3503000000","4518000000","4249000000","4982000000","5481000000","4826000000","4988000000","4919000000","7425000000","7300000000","6698000000","6703000000","7842000000","7955000000","8357000000","8978000000","8882000000","10037000000","12122000000","11560000000","11152000000","11373000000","9689000000","8259000000","8584000000","8493000000","9200000000","7288000000","7072000000","8129000000","9366000000","9356000000","9947000000","11384000000","13283000000","11165000000","12867000000","10839000000","11555000000","11243000000","11617000000","12649000000","13283000000","15253000000","16827000000","15451000000","14512000000","14355000000","18153000000","16300000000","16159000000","14783000000","15093000000","16509000000","15401000000","13671000000","",
"Ecuador","ECU","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6000000","","","","2000000","",
"Egypt, Arab Rep.","EGY","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","0","7000000","8000000","2000000","","13000000","3000000","26000000","15000000","39000000","","","","","16000000","","69000000","80000000","13000000","29000000","77000000","81000000","71000000","37000000","5000000","19000000","61000000","65000000","63000000","20000000","","13000000","22000000","15000000","9000000","5000000","5000000","","","","","","","","","","","","","","","","","7000000","22000000","","","","",
"Euro area","EMU","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","1269000000","1312000000","1489000000","1690000000","2348000000","1943000000","2801000000","2591000000","2640000000","2680000000","3484000000","4401000000","4444000000","3657000000","3961000000","4651000000","4557000000","5526000000","6150000000","6288000000","7301000000","8422000000","8078000000","7838000000","7842000000","6744000000","5211000000","4033000000","4714000000","4760000000","4461000000","4629000000","3412000000","3573000000","4914000000","3631000000","4995000000","6100000000","6316000000","4796000000","3330000000","2920000000","3249000000","3915000000","4090000000","5556000000","7287000000","8490000000","6260000000","6775000000","4905000000","6200000000","4177000000","4411000000","5940000000","6120000000","6571000000","7236000000","5317000000","",
"Eritrea","ERI","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","0","","","","","","","0","","","","","","","","","","","","","",
"Spain","ESP","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","1000000","5000000","6000000","6000000","7000000","21000000","21000000","7000000","7000000","6000000","70000000","140000000","4000000","4000000","84000000","267000000","46000000","25000000","38000000","18000000","10000000","130000000","251000000","352000000","242000000","85000000","177000000","148000000","141000000","174000000","108000000","100000000","65000000","98000000","237000000","82000000","105000000","625000000","162000000","43000000","46000000","8000000","16000000","95000000","52000000","108000000","840000000","601000000","602000000","951000000","263000000","1429000000","546000000","728000000","1050000000","1163000000","471000000","820000000","1188000000","",
"Estonia","EST","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8000000","","","","","","","","","","","","","","","","","","","0","","","","",
"Ethiopia","ETH","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","35000000","","51000000","","","","","","","","","","17000000","","","","","","","","","","","","","","","","","","","","","","",
"European Union","EUU","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","1332000000","1362000000","1545000000","1814000000","2667000000","2229000000","3194000000","3104000000","3053000000","3070000000","4014000000","5231000000","4871000000","3883000000","4277000000","5103000000","5033000000","5961000000","6548000000","6824000000","7736000000","8987000000","8573000000","8294000000","8329000000","7182000000","5927000000","4640000000","5553000000","5213000000","4882000000","4897000000","3647000000","4126000000","5831000000","4177000000","5541000000","6291000000","6719000000","5498000000","3846000000","3998000000","3609000000","4648000000","4451000000","6347000000","8023000000","9075000000","6838000000","7312000000","5607000000","6942000000","4839000000","5158000000","6356000000","6550000000","7080000000","7486000000","5570000000","",
"Fragile and conflict affected situations","FCS","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","3000000","","","","3000000","","","2000000","","","17000000","1000000","","","","","","","","","123000000","","346000000","60000000","55000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","60000000","1000000","1000000","","","1000000","86000000","33000000","33000000","33000000","2000000","39000000","30000000","","63000000","63000000","","","63000000","63000000","","","20000000","","","","","","1000000","","","22000000","11000000","17000000","26000000","26000000","9000000","10000000","34000000","28000000","12000000","33000000","34000000","40000000","34000000","51000000","137000000","77000000","79000000","51000000","60000000","40000000","102000000","75000000","91000000","19000000","62000000","58000000","68000000","",
"Fiji","FJI","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","10000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","909000000","941000000","974000000","1232000000","1417000000","1196000000","1646000000","1533000000","1483000000","1460000000","1692000000","2298000000","2603000000","2875000000","2096000000","2189000000","2006000000","2677000000","3296000000","3009000000","3847000000","3786000000","3828000000","3458000000","3004000000","4021000000","3023000000","1800000000","1994000000","2289000000","1801000000","1200000000","1241000000","979000000","902000000","1022000000","1942000000","3278000000","3168000000","1818000000","1081000000","1416000000","1433000000","1400000000","2283000000","1801000000","1665000000","2369000000","1966000000","1888000000","865000000","1731000000","1009000000","1469000000","1643000000","2017000000","2218000000","2302000000","1768000000","",
"Faroe Islands","FRO","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","1000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","2147000000","1174000000","1116000000","1297000000","1405000000","1471000000","1341000000","1976000000","1617000000","1761000000","887000000","2144000000","2364000000","2751000000","2337000000","2336000000","2434000000","2128000000","2141000000","1451000000","1638000000","2333000000","2521000000","2509000000","2532000000","2121000000","1966000000","3587000000","2554000000","3549000000","1867000000","1523000000","1180000000","1421000000","1539000000","1475000000","1662000000","2384000000","1412000000","1368000000","1633000000","1387000000","1100000000","754000000","1216000000","1060000000","997000000","984000000","987000000","1080000000","1157000000","1055000000","929000000","1610000000","1651000000","1179000000","1367000000","1235000000","741000000","",
"Georgia","GEO","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46000000","69000000","","69000000","","16000000","","","","","","","","","","","","6000000","7000000","","",
"Ghana","GHA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","6000000","","","","","","","","","","","","","","","","","","","","","","","","","","19000000","","","","","","","","","","","","","","",
"Gibraltar","GIB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","7000000","1000000","","","","","","","","","","","","","","","","","","","","","","","","","","","15000000","10000000","18000000","","19000000","31000000","9000000","3000000","2000000","2000000","","6000000","22000000","13000000","23000000","","","","","","","","","","","30000000","","",
