"Data Source","World Development Indicators",

"Last Updated Date","2020-04-09",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Grenada","GRD","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","2000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","10073000000","9743000000","9446000000","12669000000","17025000000","15525000000","13507000000","12823000000","13497000000","17011000000","14162000000","19506000000","18747000000","18973000000","19778000000","23956000000","24113000000","23197000000","23496000000","19161000000","21438000000","26235000000","26090000000","25612000000","23789000000","20820000000","20653000000","21391000000","20642000000","20988000000","18506000000","20102000000","20030000000","20474000000","19741000000","17690000000","18969000000","23815000000","24454000000","18786000000","13733000000","12116000000","10686000000","12111000000","13844000000","15262000000","17692000000","19451000000","16052000000","16999000000","16516000000","18943000000","16344000000","15677000000","19044000000","19707000000","21009000000","23798000000","19156000000","",
"Hong Kong SAR, China","HKG","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","1000000","","","","1000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","","","","","","","","","","","","","","","","","3000000","","",
"Haiti","HTI","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","18000000","18000000","37000000","28000000","","","8000000","44000000","8000000","8000000","","","","","4000000","30000000","4000000","4000000","","","","","","","","","","21000000","","6000000","","24000000","","","","","34000000","","","82000000","","9000000","","","","","","41000000","","","","","","",
"IBRD only","IBD","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","328000000","85000000","","","","","","755000000","","1035000000","","","","","","","","","","","","","","","","","","","","","","","","","","5366000000","","","","","","","","","7364000000","","7345000000","","8154000000","7059000000","","10921000000","","11569000000","7826000000","","10411000000","8029000000","8444000000","",
"IDA & IBRD total","IBT","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","328000000","85000000","","","","","","762000000","","1035000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7373000000","","","","","","","","7826000000","","10489000000","8037000000","","",
"IDA total","IDA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","3000000","","","7000000","","","17000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","3000000","","","6000000","","","","3000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","7000000","","","","","","","12000000","","","","","","","","9000000","","4000000","","","","","8000000","4000000","","","","","","","16000000","16000000","25000000","","8000000","","49000000","","16000000","49000000","","25000000","8000000","8000000","","1000000","","","8000000","","","","","86000000","94000000","15000000","",
"IDA only","IDX","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","1000000","","","17000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","1000000","","","7000000","2000000","21000000","24000000","31000000","","","27000000","22000000","","","2000000","","","","","0","1000000","0","3000000","0","3000000","9000000","2000000","2000000","0","0","0","0","21000000","2000000","0","4000000","27000000","19000000","33000000","23000000","15000000","27000000","5000000","3000000","","14000000","36000000","42000000","37000000","56000000","46000000","",
"Not classified","INX","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","2000000","9000000","9000000","2000000","","","","","","","","","","","","","","","","","","","","","","","","15000000","30000000","29000000","26000000","26000000","25000000","1000000","25000000","26000000","13000000","","","","","",
"Iran, Islamic Rep.","IRN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","3000000","","","","","28000000","","","23000000","6000000","106000000","6000000","129000000","81000000","","","","","0","0","0","0","1000000","1000000","1000000","1000000","1000000","1000000","0","1000000","1000000","1000000","0","1000000","2000000","0","0","0","0","0","3000000","9000000","1000000","2000000","75000000","","43000000","45000000","45000000","86000000","21000000","12000000","47000000","15000000","5000000","20000000","","",
"Iraq","IRQ","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","3000000","","","","","","","","","","","","","","","","","","","","28000000","","","","","","","","168000000","20000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","5000000","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","5000000","10000000","14000000","13000000","23000000","24000000","13000000","21000000","31000000","13000000","45000000","109000000","54000000","202000000","212000000","190000000","270000000","219000000","256000000","418000000","281000000","208000000","352000000","137000000","75000000","211000000","85000000","151000000","324000000","382000000","296000000","166000000","286000000","247000000","229000000","169000000","404000000","469000000","574000000","409000000","609000000","510000000","406000000","544000000","383000000","758000000","654000000","538000000","455000000","420000000","393000000","721000000","1441000000","1254000000","707000000","",
"Italy","ITA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","104000000","245000000","261000000","240000000","385000000","295000000","243000000","149000000","192000000","325000000","280000000","395000000","296000000","341000000","417000000","526000000","529000000","505000000","691000000","1303000000","1168000000","1715000000","1689000000","1183000000","1258000000","920000000","228000000","617000000","386000000","335000000","206000000","349000000","248000000","341000000","208000000","297000000","291000000","454000000","426000000","504000000","208000000","256000000","478000000","365000000","263000000","832000000","553000000","749000000","422000000","512000000","539000000","947000000","747000000","862000000","671000000","664000000","619000000","802000000","611000000","",
"Jamaica","JAM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","36000000","","22000000","23000000","50000000","","18000000","","","","","","76000000","","2000000","7000000","","7000000","64000000","","","","","65000000","","","6000000","","","","","","","42000000","20000000","","13000000","13000000","28000000","117000000","","21000000","25000000","114000000","16000000","17000000","80000000","","",
"Japan","JPN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","1000000","61000000","100000000","8000000","14000000","","5000000","","","34000000","","15000000","8000000","34000000","53000000","","","","9000000","11000000","167000000","","","17000000","17000000","44000000","99000000","","","15000000","30000000","68000000","126000000","153000000","162000000","158000000","188000000","32000000","","","","","","","","","","40000000","","","","","","","","","","2000000","3000000","",
"Kazakhstan","KAZ","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13000000","12000000","3000000","6000000","183000000","19000000","12000000","","","5000000","","6000000","","","","","","","","","","","","","",
"Kenya","KEN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","8000000","","","","","","","","","","2000000","","2000000","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57000000","","","","","","","","92000000","","","18000000","18000000","14000000","","","","","","","4000000","5000000","5000000","","",
"Cambodia","KHM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","","","1000000","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","141000000","","","","","","","105000000","105000000","130000000","65000000","","126000000","33000000","78000000","","51000000","48000000","72000000","118000000","","60000000","7000000","27000000","24000000","21000000","32000000","","10000000","228000000","","96000000","73000000","108000000","158000000","279000000","109000000","224000000","197000000","345000000","218000000","347000000","163000000","101000000","479000000","751000000","1083000000","",
"Kuwait","KWT","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","3000000","","","","","","","","","","","","","24000000","","","","4000000","","","","","","","","","","","","","","95000000","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","2000000","12000000","6000000","","4000000","","","","","","","","","","","73000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","1000000","","","","","","","","","","","","","","","","","","","","","","","","1000000","","","","","","","","","","","45000000","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","0","0","","26000000","4000000","","8000000","398000000","95000000","107000000","168000000","14000000","54000000","32000000","10000000","14000000","64000000","7000000","36000000","","","","3000000","","","3000000","10000000","","","","21000000","16000000","113000000","113000000","18000000","10000000","18000000","32000000","28000000","0","","","","","","","","",
"St. Lucia","LCA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","8000000","12000000","6000000","","4000000","","","","","","","","","","","73000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","1000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","17000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8000000","","","","","","","","","","","","","","","","","","","","","",
"Lower middle income","LMC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","9000000","15000000","5000000","","13000000","10000000","27000000","21000000","51000000","11000000","2000000","21000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","317000000","80000000","","","","","","453000000","","712000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7499000000","","7111000000","","","","","","","","","","10484000000","8019000000","","",
"Lesotho","LSO","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","298000000","52000000","65000000","122000000","304000000","620000000","938000000","723000000","","","","","","841000000","","","","","","","","","","","","","","","","","","","","","","5352000000","","","","","","","","","6909000000","5602000000","6451000000","6517000000","7286000000","6337000000","7976000000","10024000000","10203000000","10428000000","6753000000","","9319000000","7188000000","","",
"Lithuania","LTU","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000000","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","",
"Latvia","LVA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9000000","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","2000000","","","","","","","6000000","","","","","","","","","6000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Monaco","MCO","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11000000","","36000000","","","217000000","","","6000000","42000000","60000000","13000000","","18000000","3000000","19000000","29000000","20000000","","11000000","","","","","","","","",
"Madagascar","MDG","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","12000000","8000000","7000000","10000000","27000000","52000000","58000000","45000000","92000000","","139000000","","","","","","","","","436000000","","","381000000","","","","","","","","","497000000","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marshall Islands","MHL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","317000000","80000000","","","","","","453000000","","712000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7452000000","","7088000000","","","","","","","","7782000000","","10480000000","8019000000","","",
"North Macedonia","MKD","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000000","","","","","","","","","","","5000000","","","","",
"Myanmar","MMR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","3000000","","12000000","8000000","2000000","","13000000","32000000","32000000","21000000","79000000","42000000","","28000000","154000000","","","","","","158000000","","427000000","207000000","","","","","","","","","","","83000000","","","14000000","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71000000","109000000","","","18000000","","","","","","","0","","",
"Mongolia","MNG","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","1000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritania","MRT","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malawi","MWI","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","7000000","","","","","","","","","","","6000000","","","","","3000000","","","","","","","","0","","","","11000000","","","","","","","","","","0","","","","15000000","15000000","","","","","",
"North America","NAC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","6107000000","6644000000","6126000000","9158000000","12488000000","11266000000","8506000000","7309000000","8644000000","11939000000","9213000000","12013000000","11114000000","12163000000","12873000000","15854000000","15991000000","14558000000","14273000000","9920000000","10891000000","13741000000","14274000000","14059000000","11995000000","10924000000","11934000000","12531000000","12028000000","11393000000","10834000000","12615000000","14254000000","13993000000","11684000000","11472000000","11029000000","14617000000","15765000000","11634000000","7650000000","5744000000","5131000000","5943000000","7123000000","7007000000","7759000000","8183000000","7038000000","7099000000","8318000000","9343000000","9356000000","7761000000","9803000000","10277000000","10075000000","12549000000","10592000000","",
"Namibia","NAM","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","3000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","2000000","","72000000","17000000","","5000000","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","36000000","108000000","99000000","79000000","93000000","97000000","79000000","95000000","350000000","111000000","5000000","161000000","133000000","205000000","82000000","55000000","293000000","424000000","346000000","289000000","619000000","804000000","664000000","465000000","366000000","184000000","352000000","512000000","763000000","558000000","416000000","455000000","365000000","455000000","627000000","473000000","499000000","614000000","624000000","350000000","284000000","203000000","233000000","331000000","204000000","505000000","1146000000","1213000000","446000000","495000000","371000000","546000000","863000000","367000000","631000000","461000000","471000000","1132000000","369000000","",
"Norway","NOR","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","38000000","","25000000","55000000","67000000","65000000","80000000","140000000","65000000","53000000","","8000000","31000000","10000000","","8000000","8000000","8000000","93000000","161000000","158000000","278000000","68000000","35000000","","42000000","29000000","54000000","34000000","127000000","85000000","170000000","75000000","51000000","64000000","21000000","4000000","19000000","3000000","5000000","3000000","42000000","92000000","101000000","66000000","6000000","17000000","65000000","118000000","155000000","159000000","151000000","172000000","175000000","164000000","212000000","122000000","153000000","64000000","",
"Nepal","NPL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","1000000","1000000","0","","","0","2000000","5000000","3000000","","","","","","1000000","2000000","","10000000","7000000","0","","","","","34000000","4000000","","3000000","","","","","1000000","1000000","","1000000","","1000000","0","","","","","","","75000000","","","1000000","6000000","4000000","6000000","",
"OECD members","OED","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","10067000000","9743000000","9446000000","12669000000","17025000000","15525000000","13507000000","12804000000","13494000000","17011000000","14162000000","19504000000","18591000000","18973000000","19770000000","23939000000","24113000000","23179000000","23466000000","19086000000","21437000000","26198000000","26090000000","25573000000","23691000000","20816000000","20648000000","21309000000","20617000000","20859000000","18454000000","20099000000","20027000000","20411000000","19711000000","17664000000","18907000000","23732000000","24339000000","18809000000","13738000000","12113000000","10708000000","12153000000","13794000000","15273000000","17737000000","19514000000","16163000000","16981000000","16524000000","18927000000","16340000000","15726000000","19158000000","19811000000","21173000000","23928000000","19404000000","",
"Oman","OMN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","5000000","","","","","","","","","5000000","","","","","","","","0","","","","","","","","","","","1000000","","","","","","","","","","","","7000000","","",
"Other small states","OSS","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","6000000","","","","3000000","","","","","","","","","15000000","30000000","30000000","","","","","","","1000000","82000000","3000000","","","2000000","","","","","","3000000","1000000","9000000","8000000","9000000","24000000","4000000","","1000000","","","","","","","","1000000","3000000","2000000","",
"Panama","PAN","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","2000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Peru","PER","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","53000000","","","","","","","","","","","","","","","","","","","14000000","","","5000000","","","","","","","","","","","","","","","",
"Philippines","PHL","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","","","","","","","","","","","","","","","","","","","","","4000000","","","","","","","","","","","","",
"Palau","PLW","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Arms exports (SIPRI trend indicator values)","MS.MIL.XPRT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
